Time (ms),Voltage (V),Current (A),Temperature (°C),Motor Speed (RPM),Hall Code,Estimated SOC (%),Ground Truth SOC (%),Residual (%),Fault Label
113000,3.63,3.85,28.4,1275,101,96.7,95.10000000000001,1.6,Warning
113100,3.64,2.43,17.9,1270,101,85.8,85.5,0.3,Normal
113200,3.76,2.02,23.5,1199,110,92.9,91.4,1.5,Warning
113300,3.65,1.05,33.2,1228,011,86.3,87.3,1.0,Normal
113400,3.58,3.16,34.0,1156,001,97.6,96.39999999999999,1.2,Warning
113500,3.7,4.4,20.8,1280,101,94.2,93.4,0.8,Normal
113600,3.72,4.83,25.9,1345,110,87.6,86.1,1.5,Warning
113700,3.48,3.26,35.4,1243,000,85.3,82.3,3.0,Warning
113800,3.66,3.06,26.4,1150,101,85.5,82.8,2.7,Warning
113900,3.67,1.34,29.4,1317,010,92.6,94.19999999999999,1.6,Warning
114000,3.57,3.2,37.2,1203,010,96.0,98.5,2.5,Warning
114100,3.74,2.52,28.2,1154,000,86.8,85.89999999999999,0.9,Normal
114200,3.58,3.43,27.5,1356,111,88.3,87.5,0.8,Normal
114300,3.61,2.55,29.2,1255,011,89.9,91.10000000000001,1.2,Warning
114400,3.58,1.96,39.3,1152,111,88.3,89.2,0.9,Normal
114500,3.6,1.38,32.2,1286,001,90.9,91.60000000000001,0.7,Normal
114600,3.49,2.26,30.1,1249,111,93.4,90.9,2.5,Warning
114700,3.46,1.39,27.4,1363,001,95.3,95.5,0.2,Normal
114800,3.76,1.71,32.7,1349,101,99.5,101.3,1.8,Warning
114900,3.52,4.95,33.3,1397,010,99.0,98.6,0.4,Normal
115000,3.5,2.78,24.6,1310,011,93.6,93.1,0.5,Normal
115100,3.38,3.13,33.4,1124,011,96.0,97.0,1.0,Normal
115200,3.54,4.49,29.2,1393,011,99.3,97.89999999999999,1.4,Warning
115300,3.47,4.98,30.1,1251,101,86.3,84.1,2.2,Warning
115400,3.76,3.33,25.6,1123,001,85.1,85.1,0.0,Normal
115500,3.7,4.25,28.0,1351,011,85.4,87.2,1.8,Warning
115600,3.53,2.31,24.8,1159,101,93.5,93.4,0.1,Normal
115700,3.83,2.22,24.6,1165,101,96.4,95.4,1.0,Normal
115800,3.7,2.61,31.9,1152,000,90.5,93.2,2.7,Warning
115900,3.57,3.69,28.2,1205,100,93.2,92.0,1.2,Warning
116000,3.35,3.73,23.5,1195,111,92.7,92.8,0.1,Normal
116100,3.83,2.26,40.9,1275,011,86.4,85.80000000000001,0.6,Normal
116200,3.46,1.53,24.4,1138,100,89.8,89.7,0.1,Normal
116300,3.44,3.53,35.5,1267,001,85.3,85.89999999999999,0.6,Normal
116400,3.7,1.51,22.6,1141,101,86.7,86.4,0.3,Normal
116500,3.84,3.31,32.3,1203,110,97.2,97.5,0.3,Normal
116600,3.74,3.77,28.7,1303,111,97.4,97.4,0.0,Normal
116700,3.66,3.8,26.9,1107,111,97.0,97.8,0.8,Normal
116800,3.66,4.01,31.0,1381,011,95.9,94.60000000000001,1.3,Warning
116900,3.69,4.49,30.3,1142,110,96.9,94.5,2.4,Warning
117000,3.68,3.0,25.9,1209,010,95.1,95.89999999999999,0.8,Normal
117100,3.63,3.92,25.7,1309,001,95.0,94.7,0.3,Normal
117200,3.61,3.48,22.1,1336,000,95.0,96.1,1.1,Warning
117300,3.59,1.75,31.5,1148,000,92.7,91.60000000000001,1.1,Warning
117400,3.52,1.1,23.7,1214,100,90.5,89.7,0.8,Normal
117500,3.57,2.14,30.0,1254,101,96.0,96.4,0.4,Normal
117600,3.43,2.77,33.0,1236,100,89.5,89.1,0.4,Normal
117700,3.59,3.47,31.0,1266,010,93.1,91.3,1.8,Warning
117800,3.5,4.4,26.4,1298,010,91.5,93.4,1.9,Warning
117900,3.49,1.78,34.5,1170,111,89.1,90.5,1.4,Warning
118000,3.62,1.5,28.0,1106,000,99.6,98.19999999999999,1.4,Warning
118100,3.74,4.85,23.3,1299,110,88.9,88.30000000000001,0.6,Normal
118200,3.69,1.43,28.6,1166,011,89.6,89.19999999999999,0.4,Normal
118300,3.44,2.91,32.9,1237,000,87.4,85.5,1.9,Warning
118400,3.5,3.34,26.6,1341,000,97.3,95.7,1.6,Warning
118500,3.69,3.17,34.4,1312,110,93.8,90.7,3.1,Fault
118600,3.5,1.34,26.1,1280,111,94.2,92.4,1.8,Warning
118700,3.58,1.23,26.8,1353,111,97.3,96.0,1.3,Warning
118800,3.66,1.42,24.8,1200,110,90.1,89.69999999999999,0.4,Normal
118900,3.5,3.34,33.4,1186,010,87.9,87.60000000000001,0.3,Normal
119000,3.61,3.18,29.7,1284,110,88.0,87.5,0.5,Normal
119100,3.47,1.93,25.1,1190,100,96.0,95.2,0.8,Normal
119200,3.54,3.55,28.0,1347,010,94.2,95.5,1.3,Warning
119300,3.63,4.28,14.6,1313,110,88.1,87.19999999999999,0.9,Normal
119400,3.44,1.17,33.9,1348,101,87.2,87.10000000000001,0.1,Normal
119500,3.64,2.99,29.1,1225,010,86.8,85.8,1.0,Normal
119600,3.6,3.76,18.0,1103,010,94.4,94.80000000000001,0.4,Normal
119700,3.66,2.01,22.7,1187,000,85.0,85.5,0.5,Normal
119800,3.62,2.23,27.9,1250,011,85.3,84.5,0.8,Normal
119900,3.74,3.45,23.4,1275,000,90.8,89.6,1.2,Warning
120000,3.61,4.59,34.0,1310,001,95.4,95.80000000000001,0.4,Normal
120100,3.56,4.24,32.1,1358,010,95.4,92.9,2.5,Warning
120200,3.61,3.33,31.8,1190,110,91.5,89.0,2.5,Warning
120300,3.65,3.92,17.0,1358,110,95.4,97.30000000000001,1.9,Warning
120400,3.6,2.46,27.4,1290,110,92.8,93.5,0.7,Normal
120500,3.6,3.56,26.5,1180,010,99.7,99.0,0.7,Normal
120600,3.53,2.86,25.2,1237,110,87.4,86.30000000000001,1.1,Warning
120700,3.53,1.76,27.9,1225,001,94.0,90.3,3.7,Fault
120800,3.46,3.81,24.4,1329,010,92.4,91.7,0.7,Normal
120900,3.77,3.23,31.1,1119,110,87.9,87.60000000000001,0.3,Normal
121000,3.48,2.43,33.8,1148,010,96.2,97.4,1.2,Warning
121100,3.53,4.65,33.4,1234,101,89.1,91.0,1.9,Warning
121200,3.53,1.08,29.3,1128,010,90.7,90.4,0.3,Normal
121300,3.69,2.26,40.0,1147,001,90.6,87.0,3.6,Fault
121400,3.57,1.23,35.7,1368,000,88.7,88.5,0.2,Normal
121500,3.72,4.07,29.5,1102,010,91.5,92.2,0.7,Normal
121600,3.53,3.81,27.6,1357,011,92.1,90.89999999999999,1.2,Warning
121700,3.63,2.33,36.7,1115,001,96.2,98.7,2.5,Warning
121800,3.52,3.7,35.0,1193,100,96.5,95.9,0.6,Normal
121900,3.81,2.58,22.9,1233,101,87.4,85.7,1.7,Warning
122000,3.48,4.03,35.4,1232,001,93.9,94.80000000000001,0.9,Normal
122100,3.63,2.82,29.2,1131,000,98.4,95.80000000000001,2.6,Warning
122200,3.66,2.65,25.7,1368,110,86.6,85.1,1.5,Warning
122300,3.64,4.74,20.1,1124,110,92.1,89.5,2.6,Warning
122400,3.58,2.0,28.7,1158,001,96.3,97.89999999999999,1.6,Warning
122500,3.59,1.48,29.9,1312,100,94.2,94.0,0.2,Normal
122600,3.6,3.34,37.9,1255,110,86.5,84.6,1.9,Warning
122700,3.59,4.88,34.8,1375,101,90.9,92.60000000000001,1.7,Warning
122800,3.7,2.51,27.1,1309,011,92.6,90.69999999999999,1.9,Warning
122900,3.82,1.25,31.9,1156,100,99.9,99.7,0.2,Normal
123000,3.54,2.36,34.1,1284,111,87.7,85.8,1.9,Warning
123100,3.46,3.02,30.4,1153,111,99.7,98.9,0.8,Normal
123200,3.59,1.65,27.1,1308,001,90.6,88.0,2.6,Warning
123300,3.86,3.63,27.3,1392,100,88.0,89.4,1.4,Warning
123400,3.52,4.99,31.9,1351,110,91.2,90.2,1.0,Normal
123500,3.76,2.81,32.1,1211,110,94.2,96.0,1.8,Warning
123600,3.77,2.42,28.5,1105,001,88.2,87.10000000000001,1.1,Warning
123700,3.54,2.6,16.9,1290,110,89.4,88.4,1.0,Normal
123800,3.66,1.46,23.5,1378,110,97.8,97.7,0.1,Normal
123900,3.76,4.53,33.1,1112,011,100.0,100.7,0.7,Normal
124000,3.56,2.66,19.3,1143,011,89.8,89.8,0.0,Normal
124100,3.58,2.55,35.9,1204,000,87.2,86.60000000000001,0.6,Normal
124200,3.54,3.64,35.2,1259,011,96.9,96.0,0.9,Normal
124300,3.5,2.77,30.2,1253,010,94.0,90.6,3.4,Fault
124400,3.54,3.59,33.0,1341,100,86.5,84.7,1.8,Warning
124500,3.48,1.25,32.6,1280,100,99.2,99.60000000000001,0.4,Normal
124600,3.6,4.25,29.4,1113,001,86.2,84.8,1.4,Warning
124700,3.52,4.76,23.1,1279,011,94.4,92.60000000000001,1.8,Warning
124800,3.62,3.6,34.8,1391,000,91.4,91.9,0.5,Normal
124900,3.44,4.82,37.0,1363,110,93.3,91.7,1.6,Warning
125000,3.63,1.61,24.0,1267,000,88.2,89.9,1.7,Warning
125100,3.68,2.91,22.9,1313,000,95.3,95.8,0.5,Normal
125200,3.4,3.41,29.3,1249,101,99.4,101.0,1.6,Warning
125300,3.64,3.33,26.9,1115,110,91.9,91.7,0.2,Normal
125400,3.72,2.61,30.7,1190,010,92.8,93.0,0.2,Normal
125500,3.48,2.35,36.0,1219,011,88.6,88.69999999999999,0.1,Normal
125600,3.77,1.51,18.8,1352,110,98.4,96.7,1.7,Warning
125700,3.64,2.57,37.9,1159,000,99.6,99.0,0.6,Normal
125800,3.53,1.65,28.0,1365,110,96.8,95.1,1.7,Warning
125900,3.59,3.94,32.6,1130,010,93.1,90.19999999999999,2.9,Warning
126000,3.66,1.84,33.1,1120,100,99.4,95.80000000000001,3.6,Fault
126100,3.61,1.23,33.7,1318,001,87.3,87.0,0.3,Normal
126200,3.65,3.21,30.3,1180,011,92.2,90.9,1.3,Warning
126300,3.51,3.38,31.5,1388,011,93.1,92.8,0.3,Normal
126400,3.62,4.49,31.4,1130,101,92.4,90.4,2.0,Warning
126500,3.46,3.31,26.8,1333,100,97.0,95.3,1.7,Warning
126600,3.59,2.38,21.2,1135,011,95.1,95.6,0.5,Normal
126700,3.51,4.21,23.9,1231,101,86.9,87.2,0.3,Normal
126800,3.53,3.16,29.5,1231,101,90.2,87.60000000000001,2.6,Warning
126900,3.72,1.32,26.1,1108,101,90.1,90.39999999999999,0.3,Normal
127000,3.71,3.26,26.1,1129,111,93.5,93.2,0.3,Normal
127100,3.66,4.63,39.0,1214,011,89.4,87.9,1.5,Warning
127200,3.49,2.59,34.3,1103,011,86.8,86.5,0.3,Normal
127300,3.57,2.19,28.7,1336,011,94.8,92.0,2.8,Warning
127400,3.72,1.57,33.4,1122,010,97.8,95.8,2.0,Warning
127500,3.61,1.61,27.9,1115,101,99.0,99.8,0.8,Normal
127600,3.83,2.73,30.6,1121,010,99.6,100.0,0.4,Normal
127700,3.64,3.38,32.2,1171,001,96.7,95.3,1.4,Warning
127800,3.62,1.32,27.9,1329,011,87.1,86.69999999999999,0.4,Normal
127900,3.57,4.76,26.6,1206,111,97.8,100.2,2.4,Warning
128000,3.61,4.02,36.1,1307,110,91.0,92.0,1.0,Normal
128100,3.58,3.35,33.1,1307,100,95.9,95.0,0.9,Normal
128200,3.67,4.31,18.7,1362,111,93.0,91.2,1.8,Warning
128300,3.7,1.32,26.7,1150,000,97.4,95.5,1.9,Warning
128400,3.52,2.91,26.1,1164,001,91.4,88.0,3.4,Fault
128500,3.47,3.52,26.9,1364,110,85.9,86.4,0.5,Normal
128600,3.42,4.31,34.3,1274,000,93.4,93.9,0.5,Normal
128700,3.65,4.13,30.1,1251,000,87.6,87.1,0.5,Normal
128800,3.49,2.11,23.1,1365,011,99.5,101.5,2.0,Warning
128900,3.38,4.76,28.1,1262,100,92.9,92.4,0.5,Normal
129000,3.64,1.5,32.7,1337,000,93.3,93.1,0.2,Normal
129100,3.85,4.5,28.9,1298,101,98.6,96.89999999999999,1.7,Warning
129200,3.6,4.88,26.8,1115,110,94.4,92.5,1.9,Warning
129300,3.68,1.71,31.7,1395,111,89.5,88.5,1.0,Normal
129400,3.61,3.89,38.1,1375,111,89.4,88.9,0.5,Normal
129500,3.59,1.16,32.3,1338,000,92.5,91.5,1.0,Normal
129600,3.69,2.62,36.5,1168,001,98.0,98.7,0.7,Normal
129700,3.57,3.07,27.1,1105,100,96.9,96.5,0.4,Normal
129800,3.63,3.32,30.0,1319,100,99.4,98.9,0.5,Normal
129900,3.63,4.74,29.9,1353,111,86.1,85.69999999999999,0.4,Normal
130000,3.53,3.69,30.6,1394,000,89.0,88.8,0.2,Normal
130100,3.7,2.93,32.2,1206,100,86.2,86.60000000000001,0.4,Normal
130200,3.58,4.24,25.4,1394,001,96.3,97.3,1.0,Normal
130300,3.52,4.8,33.2,1217,111,87.1,86.89999999999999,0.2,Normal
130400,3.65,1.09,21.9,1267,110,86.5,85.1,1.4,Warning
130500,3.51,4.93,23.3,1350,001,93.4,95.5,2.1,Warning
130600,3.6,1.34,40.7,1181,001,91.2,91.4,0.2,Normal
130700,3.6,4.26,27.4,1153,101,95.7,92.10000000000001,3.6,Fault
130800,3.71,2.12,33.6,1339,011,92.3,92.1,0.2,Normal
130900,3.65,1.53,38.5,1111,000,91.4,90.7,0.7,Normal
131000,3.6,2.76,18.4,1308,110,91.4,88.10000000000001,3.3,Fault
131100,3.68,3.58,35.6,1264,111,98.1,97.1,1.0,Normal
131200,3.74,2.52,33.2,1393,100,90.9,89.9,1.0,Normal
131300,3.66,1.22,38.2,1106,001,90.0,90.9,0.9,Normal
131400,3.6,3.4,24.1,1177,111,90.1,89.1,1.0,Normal
131500,3.47,4.61,37.3,1164,000,87.9,87.4,0.5,Normal
131600,3.49,2.53,26.3,1201,110,97.9,96.0,1.9,Warning
131700,3.57,1.87,35.3,1399,110,87.2,84.8,2.4,Warning
131800,3.54,2.77,29.8,1386,000,98.6,98.1,0.5,Normal
131900,3.58,1.19,33.9,1270,011,89.3,88.2,1.1,Warning
132000,3.61,4.28,30.2,1176,101,98.5,100.8,2.3,Warning
132100,3.65,4.31,20.8,1147,100,96.9,99.80000000000001,2.9,Warning
132200,3.59,3.35,14.4,1354,101,93.7,91.60000000000001,2.1,Warning
132300,3.65,2.41,31.0,1181,110,95.0,98.2,3.2,Fault
132400,3.61,4.2,28.7,1308,100,89.9,88.9,1.0,Normal
132500,3.4,3.22,32.0,1308,110,93.6,93.39999999999999,0.2,Normal
132600,3.51,4.3,28.7,1183,001,89.4,87.10000000000001,2.3,Warning
132700,3.59,3.53,40.1,1109,001,91.0,90.6,0.4,Normal
132800,3.48,4.14,31.2,1128,000,96.5,93.3,3.2,Fault
132900,3.66,3.39,27.8,1215,100,88.7,88.5,0.2,Normal
133000,3.75,2.66,31.7,1368,100,97.6,95.39999999999999,2.2,Warning
133100,3.72,4.83,27.9,1146,110,90.6,92.3,1.7,Warning
133200,3.58,3.16,30.5,1190,101,93.0,96.0,3.0,Warning
133300,3.75,3.42,23.9,1152,001,99.1,98.6,0.5,Normal
133400,3.61,1.88,30.0,1317,010,95.2,96.8,1.6,Warning
133500,3.57,3.5,27.6,1176,000,94.7,94.3,0.4,Normal
133600,3.54,3.29,24.4,1303,111,95.7,95.8,0.1,Normal
133700,3.57,1.74,39.9,1143,100,98.8,97.39999999999999,1.4,Warning
133800,3.56,1.24,24.6,1255,011,88.7,89.8,1.1,Warning
133900,3.62,3.42,30.0,1101,011,94.2,93.10000000000001,1.1,Warning
134000,3.62,4.05,26.0,1156,010,91.0,89.2,1.8,Warning
134100,3.6,3.09,31.5,1389,001,85.2,85.0,0.2,Normal
134200,3.64,1.91,23.6,1157,001,86.9,85.7,1.2,Warning
134300,3.72,3.67,34.2,1353,001,89.9,90.9,1.0,Normal
134400,3.69,1.32,40.2,1279,101,93.5,93.6,0.1,Normal
134500,3.45,2.77,25.8,1256,110,98.2,99.7,1.5,Warning
134600,3.34,1.65,36.1,1134,011,96.9,92.9,4.0,Fault
134700,3.69,1.74,28.1,1174,001,93.3,91.0,2.3,Warning
134800,3.46,1.81,37.5,1388,011,86.1,83.1,3.0,Warning
134900,3.58,2.55,40.9,1174,010,89.3,87.0,2.3,Warning
135000,3.48,1.2,28.8,1177,000,90.5,91.0,0.5,Normal
135100,3.42,2.59,22.4,1354,110,94.3,96.1,1.8,Warning
135200,3.65,3.05,34.7,1364,101,86.0,86.1,0.1,Normal
135300,3.68,2.93,31.1,1166,100,93.0,91.8,1.2,Warning
135400,3.54,2.53,32.5,1320,010,98.5,98.4,0.1,Normal
135500,3.34,4.36,28.3,1263,110,95.6,98.5,2.9,Warning
135600,3.55,1.58,25.6,1319,011,97.0,95.4,1.6,Warning
135700,3.64,3.02,35.8,1271,010,95.2,97.10000000000001,1.9,Warning
135800,3.45,1.25,31.6,1353,100,88.1,88.19999999999999,0.1,Normal
135900,3.62,1.28,22.8,1309,110,86.7,83.60000000000001,3.1,Fault
136000,3.6,3.3,33.4,1287,101,97.4,96.80000000000001,0.6,Normal
136100,3.66,3.26,32.4,1290,111,95.4,93.30000000000001,2.1,Warning
136200,3.61,4.51,28.4,1314,000,93.6,92.6,1.0,Normal
136300,3.5,3.23,38.1,1185,100,87.8,88.8,1.0,Normal
136400,3.72,4.84,26.9,1205,110,94.1,92.5,1.6,Warning
136500,3.58,1.19,29.2,1395,101,85.5,85.1,0.4,Normal
136600,3.6,1.39,33.8,1118,011,86.8,88.5,1.7,Warning
136700,3.51,1.18,30.4,1146,100,89.7,91.7,2.0,Warning
136800,3.56,1.74,23.1,1164,111,91.7,90.60000000000001,1.1,Warning
136900,3.51,3.17,30.9,1245,010,86.8,83.1,3.7,Fault
137000,3.58,3.58,27.9,1385,001,86.8,87.89999999999999,1.1,Warning
137100,3.77,1.18,34.3,1165,010,95.9,96.80000000000001,0.9,Normal
137200,3.46,4.78,30.8,1104,011,93.5,92.4,1.1,Warning
137300,3.44,4.37,30.5,1192,110,93.0,94.5,1.5,Warning
137400,3.75,2.19,24.8,1193,111,91.8,87.8,4.0,Fault
137500,3.58,1.31,28.8,1205,000,99.6,100.39999999999999,0.8,Normal
137600,3.53,1.68,34.9,1232,100,85.7,85.9,0.2,Normal
137700,3.7,1.51,26.1,1178,110,87.7,88.4,0.7,Normal
137800,3.54,1.49,29.8,1311,000,94.7,92.8,1.9,Warning
137900,3.78,3.07,25.3,1107,011,87.0,83.3,3.7,Fault
138000,3.67,1.98,24.1,1258,100,93.8,94.39999999999999,0.6,Normal
138100,3.55,2.43,29.6,1367,101,93.5,91.7,1.8,Warning
138200,3.82,4.96,30.9,1248,101,99.6,101.1,1.5,Warning
138300,3.54,3.74,40.0,1190,110,98.3,96.39999999999999,1.9,Warning
138400,3.67,4.8,27.7,1335,010,99.2,96.10000000000001,3.1,Fault
138500,3.63,1.57,29.7,1388,110,86.7,84.0,2.7,Warning
138600,3.73,2.53,23.7,1267,010,98.0,97.3,0.7,Normal
138700,3.76,3.22,33.1,1292,111,86.9,87.9,1.0,Normal
138800,3.6,1.31,32.0,1286,011,94.5,94.0,0.5,Normal
138900,3.52,1.02,37.4,1370,101,95.8,95.8,0.0,Normal
139000,3.65,3.68,35.6,1213,111,87.4,87.60000000000001,0.2,Normal
139100,3.53,3.57,31.8,1110,100,94.5,93.7,0.8,Normal
139200,3.8,2.64,27.6,1154,101,85.8,85.39999999999999,0.4,Normal
139300,3.61,2.96,31.0,1357,010,89.4,87.80000000000001,1.6,Warning
139400,3.56,2.66,29.4,1164,110,98.8,97.2,1.6,Warning
139500,3.62,1.1,34.8,1271,011,87.6,87.19999999999999,0.4,Normal
139600,3.47,2.34,34.1,1371,101,86.0,84.9,1.1,Warning
139700,3.5,1.71,28.5,1249,111,91.7,89.2,2.5,Warning
139800,3.72,1.39,22.7,1245,011,97.8,98.1,0.3,Normal
139900,3.53,4.83,36.7,1308,111,86.2,85.7,0.5,Normal
140000,3.5,3.4,32.9,1385,101,90.3,91.3,1.0,Normal
140100,3.65,3.91,28.4,1109,110,98.5,97.3,1.2,Warning
140200,3.72,2.26,32.7,1326,000,86.8,86.0,0.8,Normal
140300,3.67,2.57,30.4,1285,110,89.7,88.5,1.2,Warning
140400,3.7,1.95,36.6,1161,101,96.7,97.7,1.0,Normal
140500,3.52,1.39,20.4,1184,010,93.1,91.5,1.6,Warning
140600,3.46,1.72,28.0,1233,110,97.5,96.8,0.7,Normal
140700,3.75,4.19,38.0,1396,100,86.7,84.7,2.0,Warning
140800,3.57,3.71,32.8,1270,010,98.8,99.0,0.2,Normal
140900,3.57,3.19,38.9,1312,010,99.0,97.5,1.5,Warning
141000,3.73,2.9,23.9,1117,010,87.3,86.1,1.2,Warning
141100,3.66,4.69,35.4,1159,011,85.5,82.7,2.8,Warning
141200,3.65,1.29,35.1,1187,001,99.8,99.5,0.3,Normal
141300,3.82,2.12,21.6,1126,001,92.2,92.5,0.3,Normal
141400,3.54,2.4,28.5,1167,000,93.6,93.8,0.2,Normal
141500,3.69,4.13,29.5,1377,111,94.2,95.4,1.2,Warning
141600,3.61,4.97,21.9,1139,111,96.8,97.1,0.3,Normal
141700,3.63,1.96,28.6,1208,010,97.2,100.2,3.0,Warning
141800,3.75,4.5,34.4,1173,001,87.9,85.30000000000001,2.6,Warning
141900,3.65,4.32,28.0,1165,000,88.5,85.1,3.4,Fault
142000,3.65,1.9,31.2,1267,011,98.2,97.9,0.3,Normal
142100,3.71,2.6,31.2,1361,010,97.3,96.1,1.2,Warning
142200,3.56,2.64,29.9,1373,100,94.3,93.6,0.7,Normal
142300,3.52,4.91,26.5,1336,011,99.9,101.4,1.5,Warning
142400,3.5,1.72,33.3,1314,000,96.0,94.0,2.0,Warning
142500,3.4,4.2,22.1,1385,011,88.2,85.9,2.3,Warning
142600,3.81,2.34,30.0,1248,100,97.7,98.8,1.1,Warning
142700,3.49,3.92,36.9,1206,111,91.2,90.2,1.0,Normal
142800,3.58,2.68,27.8,1240,011,85.5,85.4,0.1,Normal
142900,3.57,3.31,26.4,1175,000,89.8,87.5,2.3,Warning
143000,3.63,4.33,33.6,1108,111,96.5,96.1,0.4,Normal
143100,3.68,4.22,30.8,1295,111,99.4,99.0,0.4,Normal
143200,3.69,4.47,33.7,1394,111,89.1,85.89999999999999,3.2,Fault
143300,3.54,1.24,30.2,1379,100,88.7,90.10000000000001,1.4,Warning
143400,3.58,3.77,18.1,1217,100,93.5,92.6,0.9,Normal
143500,3.63,1.56,35.9,1389,111,97.2,96.60000000000001,0.6,Normal
143600,3.58,2.66,40.4,1160,011,96.2,96.60000000000001,0.4,Normal
143700,3.76,3.19,36.4,1150,100,93.4,89.80000000000001,3.6,Fault
143800,3.65,2.61,12.3,1151,110,94.5,93.5,1.0,Normal
143900,3.67,3.08,32.3,1221,011,88.6,87.1,1.5,Warning
144000,3.67,4.99,27.7,1266,010,91.5,89.8,1.7,Warning
144100,3.72,1.54,24.6,1107,100,88.8,88.8,0.0,Normal
144200,3.62,3.7,30.6,1144,011,98.3,95.89999999999999,2.4,Warning
144300,3.47,2.58,29.3,1344,010,86.7,84.60000000000001,2.1,Warning
144400,3.64,1.53,32.5,1383,100,95.2,94.9,0.3,Normal
144500,3.53,1.63,30.3,1206,010,88.9,87.0,1.9,Warning
144600,3.55,4.8,24.4,1126,101,92.1,89.69999999999999,2.4,Warning
144700,3.66,4.52,27.1,1292,100,89.5,87.8,1.7,Warning
144800,3.72,4.63,26.3,1161,101,89.8,90.6,0.8,Normal
144900,3.6,4.97,21.4,1161,000,88.9,88.5,0.4,Normal
145000,3.63,1.83,23.1,1381,000,96.3,95.1,1.2,Warning
145100,3.77,2.42,28.9,1220,011,90.5,89.6,0.9,Normal
145200,3.62,3.68,37.1,1379,001,95.9,96.5,0.6,Normal
145300,3.86,2.94,27.3,1138,101,91.8,91.7,0.1,Normal
145400,3.66,2.67,26.2,1376,101,93.2,92.2,1.0,Normal
145500,3.42,2.43,24.1,1193,000,93.1,94.89999999999999,1.8,Warning
145600,3.68,3.38,30.2,1214,101,99.6,99.1,0.5,Normal
145700,3.64,3.3,35.9,1275,001,90.5,89.0,1.5,Warning
145800,3.73,1.65,40.0,1220,111,88.1,87.19999999999999,0.9,Normal
145900,3.67,2.89,31.4,1112,010,98.7,99.5,0.8,Normal
146000,3.59,3.21,30.7,1262,010,87.6,88.1,0.5,Normal
146100,3.48,3.28,27.3,1374,001,97.5,94.8,2.7,Warning
146200,3.58,1.84,28.1,1275,101,87.3,88.2,0.9,Normal
146300,3.51,3.97,33.1,1272,101,94.9,92.60000000000001,2.3,Warning
146400,3.54,1.1,28.4,1374,101,87.3,87.7,0.4,Normal
146500,3.66,2.42,29.2,1163,110,98.8,96.6,2.2,Warning
146600,3.77,4.12,29.9,1200,011,93.5,92.2,1.3,Warning
146700,3.64,3.26,27.0,1165,100,89.9,89.9,0.0,Normal
146800,3.48,2.04,29.6,1144,001,87.1,89.19999999999999,2.1,Warning
146900,3.64,3.78,19.9,1186,001,90.6,89.5,1.1,Warning
147000,3.72,3.27,32.7,1166,110,95.6,94.8,0.8,Normal
147100,3.54,4.18,41.8,1358,001,90.8,89.7,1.1,Warning
147200,3.59,3.94,27.2,1304,111,88.7,87.4,1.3,Warning
147300,3.6,3.44,31.9,1277,111,93.7,95.2,1.5,Warning
147400,3.52,2.95,34.3,1379,001,91.3,90.2,1.1,Warning
147500,3.66,1.53,36.4,1116,110,87.5,85.9,1.6,Warning
147600,3.59,2.05,28.7,1395,001,87.3,85.7,1.6,Warning
147700,3.64,2.68,21.0,1301,101,95.6,97.0,1.4,Warning
147800,3.51,3.4,31.3,1271,110,99.6,97.39999999999999,2.2,Warning
147900,3.56,3.05,30.6,1361,011,88.5,87.4,1.1,Warning
148000,3.67,2.15,28.3,1293,000,96.6,95.3,1.3,Warning
148100,3.56,1.03,29.3,1248,101,86.3,87.1,0.8,Normal
148200,3.77,2.98,30.7,1134,111,90.7,89.10000000000001,1.6,Warning
148300,3.56,2.14,31.8,1128,101,92.6,94.69999999999999,2.1,Warning
148400,3.62,3.94,31.6,1362,100,89.0,89.8,0.8,Normal
148500,3.69,1.1,28.9,1320,110,92.9,90.5,2.4,Warning
148600,3.46,3.34,31.9,1152,111,98.2,96.60000000000001,1.6,Warning
148700,3.42,4.77,28.6,1378,000,99.2,98.3,0.9,Normal
148800,3.45,1.7,33.2,1175,001,86.5,84.6,1.9,Warning
148900,3.73,2.89,26.9,1275,000,89.1,87.1,2.0,Warning
149000,3.54,1.37,30.4,1109,011,99.7,98.10000000000001,1.6,Warning
149100,3.86,3.5,21.9,1216,010,89.1,88.89999999999999,0.2,Normal
149200,3.54,3.2,28.2,1379,101,95.4,96.2,0.8,Normal
149300,3.62,2.63,32.8,1317,110,88.8,89.3,0.5,Normal
149400,3.75,3.09,24.8,1274,110,90.3,87.7,2.6,Warning
149500,3.8,4.59,28.4,1333,000,87.9,89.30000000000001,1.4,Warning
149600,3.81,1.79,18.0,1351,100,97.8,96.6,1.2,Warning
149700,3.72,1.09,23.2,1394,111,98.2,97.0,1.2,Warning
149800,3.7,4.45,24.5,1105,011,89.5,86.8,2.7,Warning
149900,3.66,3.31,30.5,1120,010,97.4,96.2,1.2,Warning
150000,3.68,4.56,31.7,1172,011,90.4,90.5,0.1,Normal
150100,3.54,3.39,29.7,1135,110,86.5,86.6,0.1,Normal
150200,3.52,4.24,28.1,1332,001,96.4,95.9,0.5,Normal
150300,3.6,2.72,28.1,1315,010,93.9,91.7,2.2,Warning
150400,3.58,4.0,33.6,1305,111,89.1,87.39999999999999,1.7,Warning
150500,3.55,4.65,31.1,1143,111,88.8,89.89999999999999,1.1,Warning
